"","Date","Company"
"1",2021-08-01,"3i Group plc"
"2",2021-08-01,"Abrdn"
"3",2021-08-01,"Admiral Group"
"4",2021-08-01,"Anglo American plc"
"5",2021-08-01,"Antofagasta"
"6",2021-08-01,"Ashtead Group"
"7",2021-08-01,"Associated British Foods"
"8",2021-08-01,"AstraZeneca"
"9",2021-08-01,"Auto Trader Group"
"10",2021-08-01,"Avast"
"11",2021-08-01,"Aveva"
"12",2021-08-01,"Aviva"
"13",2021-08-01,"B&M"
"14",2021-08-01,"BAE Systems"
"15",2021-08-01,"Barclays"
"16",2021-08-01,"Barratt Developments"
"17",2021-08-01,"Berkeley Group Holdings"
"18",2021-08-01,"BHP"
"19",2021-08-01,"BP"
"20",2021-08-01,"British American Tobacco"
"21",2021-08-01,"British Land"
"22",2021-08-01,"BT Group"
"23",2021-08-01,"Bunzl"
"24",2021-08-01,"Burberry"
"25",2021-08-01,"Coca-Cola HBC"
"26",2021-08-01,"Compass Group"
"27",2021-08-01,"CRH plc"
"28",2021-08-01,"Croda International"
"29",2021-08-01,"DCC plc"
"30",2021-08-01,"Diageo"
"31",2021-08-01,"Entain"
"32",2021-08-01,"Evraz"
"33",2021-08-01,"Experian"
"34",2021-08-01,"Ferguson plc"
"35",2021-08-01,"Flutter Entertainment plc"
"36",2021-08-01,"Fresnillo"
"37",2021-08-01,"GlaxoSmithKline"
"38",2021-08-01,"Glencore"
"39",2021-08-01,"Halma"
"40",2021-08-01,"Hargreaves Lansdown"
"41",2021-08-01,"Hikma Pharmaceuticals"
"42",2021-08-01,"HSBC"
"43",2021-08-01,"IHG Hotels & Resorts"
"44",2021-08-01,"Imperial Brands"
"45",2021-08-01,"Informa"
"46",2021-08-01,"Intermediate Capital Group"
"47",2021-08-01,"International Airlines Group"
"48",2021-08-01,"Intertek"
"49",2021-08-01,"ITV plc"
"50",2021-08-01,"JD Sports"
"51",2021-08-01,"Johnson Matthey"
"52",2021-08-01,"Just Eat Takeaway"
"53",2021-08-01,"Kingfisher"
"54",2021-08-01,"Land Securities"
"55",2021-08-01,"Legal & General"
"56",2021-08-01,"Lloyds Banking Group"
"57",2021-08-01,"London Stock Exchange Group"
"58",2021-08-01,"M&G"
"59",2021-08-01,"Melrose Industries"
"60",2021-08-01,"Mondi"
"61",2021-08-01,"National Grid plc"
"62",2021-08-01,"NatWest Group"
"63",2021-08-01,"Next plc"
"64",2021-08-01,"Ocado Group"
"65",2021-08-01,"Pearson plc"
"66",2021-08-01,"Pershing Square Holdings"
"67",2021-08-01,"Persimmon plc"
"68",2021-08-01,"Phoenix Group"
"69",2021-08-01,"Polymetal International"
"70",2021-08-01,"Prudential plc"
"71",2021-08-01,"Reckitt"
"72",2021-08-01,"RELX"
"73",2021-08-01,"Rentokil Initial"
"74",2021-08-01,"Rightmove"
"75",2021-08-01,"Rio Tinto"
"76",2021-08-01,"Rolls-Royce Holdings"
"77",2021-08-01,"Royal Dutch Shell"
"78",2021-08-01,"Royal Mail"
"79",2021-08-01,"Sage Group"
"80",2021-08-01,"Sainsbury's"
"81",2021-08-01,"Schroders"
"82",2021-08-01,"Scottish Mortgage Investment Trust"
"83",2021-08-01,"Segro"
"84",2021-08-01,"Severn Trent"
"85",2021-08-01,"DS Smith plc"
"86",2021-08-01,"Smiths Group"
"87",2021-08-01,"Smith & Nephew"
"88",2021-08-01,"Smurfit Kappa Group plc"
"89",2021-08-01,"Spirax-Sarco Engineering"
"90",2021-08-01,"SSE plc"
"91",2021-08-01,"Standard Chartered"
"92",2021-08-01,"St. James's Place plc"
"93",2021-08-01,"Taylor Wimpey"
"94",2021-08-01,"Tesco"
"95",2021-08-01,"Unilever"
"96",2021-08-01,"United Utilities"
"97",2021-08-01,"Vodafone Group"
"98",2021-08-01,"Weir Group"
"99",2021-08-01,"Whitbread"
"100",2021-08-01,"WPP plc"
"101",2021-07-01,"3i Group plc"
"102",2021-07-01,"Abrdn"
"103",2021-07-01,"Admiral Group"
"104",2021-07-01,"Anglo American plc"
"105",2021-07-01,"Antofagasta"
"106",2021-07-01,"Ashtead Group"
"107",2021-07-01,"Associated British Foods"
"108",2021-07-01,"AstraZeneca"
"109",2021-07-01,"Auto Trader Group"
"110",2021-07-01,"Avast"
"111",2021-07-01,"Aveva"
"112",2021-07-01,"Aviva"
"113",2021-07-01,"B&M"
"114",2021-07-01,"BAE Systems"
"115",2021-07-01,"Barclays"
"116",2021-07-01,"Barratt Developments"
"117",2021-07-01,"Berkeley Group Holdings"
"118",2021-07-01,"BHP"
"119",2021-07-01,"BP"
"120",2021-07-01,"British American Tobacco"
"121",2021-07-01,"British Land"
"122",2021-07-01,"BT Group"
"123",2021-07-01,"Bunzl"
"124",2021-07-01,"Burberry"
"125",2021-07-01,"Coca-Cola HBC"
"126",2021-07-01,"Compass Group"
"127",2021-07-01,"CRH plc"
"128",2021-07-01,"Croda International"
"129",2021-07-01,"DCC plc"
"130",2021-07-01,"Diageo"
"131",2021-07-01,"Entain"
"132",2021-07-01,"Evraz"
"133",2021-07-01,"Experian"
"134",2021-07-01,"Ferguson plc"
"135",2021-07-01,"Flutter Entertainment plc"
"136",2021-07-01,"Fresnillo"
"137",2021-07-01,"GlaxoSmithKline"
"138",2021-07-01,"Glencore"
"139",2021-07-01,"Halma"
"140",2021-07-01,"Hargreaves Lansdown"
"141",2021-07-01,"Hikma Pharmaceuticals"
"142",2021-07-01,"HSBC"
"143",2021-07-01,"IHG Hotels & Resorts"
"144",2021-07-01,"Imperial Brands"
"145",2021-07-01,"Informa"
"146",2021-07-01,"Intermediate Capital Group"
"147",2021-07-01,"International Airlines Group"
"148",2021-07-01,"Intertek"
"149",2021-07-01,"ITV plc"
"150",2021-07-01,"JD Sports"
"151",2021-07-01,"Johnson Matthey"
"152",2021-07-01,"Just Eat Takeaway"
"153",2021-07-01,"Kingfisher"
"154",2021-07-01,"Land Securities"
"155",2021-07-01,"Legal & General"
"156",2021-07-01,"Lloyds Banking Group"
"157",2021-07-01,"London Stock Exchange Group"
"158",2021-07-01,"M&G"
"159",2021-07-01,"Melrose Industries"
"160",2021-07-01,"Mondi"
"161",2021-07-01,"National Grid plc"
"162",2021-07-01,"NatWest Group"
"163",2021-07-01,"Next plc"
"164",2021-07-01,"Ocado Group"
"165",2021-07-01,"Pearson plc"
"166",2021-07-01,"Pershing Square Holdings"
"167",2021-07-01,"Persimmon plc"
"168",2021-07-01,"Phoenix Group"
"169",2021-07-01,"Polymetal International"
"170",2021-07-01,"Prudential plc"
"171",2021-07-01,"Reckitt"
"172",2021-07-01,"RELX"
"173",2021-07-01,"Rentokil Initial"
"174",2021-07-01,"Rightmove"
"175",2021-07-01,"Rio Tinto"
"176",2021-07-01,"Rolls-Royce Holdings"
"177",2021-07-01,"Royal Dutch Shell"
"178",2021-07-01,"Royal Mail"
"179",2021-07-01,"Sage Group"
"180",2021-07-01,"Sainsbury's"
"181",2021-07-01,"Schroders"
"182",2021-07-01,"Scottish Mortgage Investment Trust"
"183",2021-07-01,"Segro"
"184",2021-07-01,"Severn Trent"
"185",2021-07-01,"DS Smith plc"
"186",2021-07-01,"Smiths Group"
"187",2021-07-01,"Smith & Nephew"
"188",2021-07-01,"Smurfit Kappa Group plc"
"189",2021-07-01,"Spirax-Sarco Engineering"
"190",2021-07-01,"SSE plc"
"191",2021-07-01,"Standard Chartered"
"192",2021-07-01,"St. James's Place plc"
"193",2021-07-01,"Taylor Wimpey"
"194",2021-07-01,"Tesco"
"195",2021-07-01,"Unilever"
"196",2021-07-01,"United Utilities"
"197",2021-07-01,"Vodafone Group"
"198",2021-07-01,"Weir Group"
"199",2021-07-01,"Whitbread"
"200",2021-07-01,"WPP plc"
"201",2021-06-01,"3i Group plc"
"202",2021-06-01,"Abrdn"
"203",2021-06-01,"Admiral Group"
"204",2021-06-01,"Anglo American plc"
"205",2021-06-01,"Antofagasta"
"206",2021-06-01,"Ashtead Group"
"207",2021-06-01,"Associated British Foods"
"208",2021-06-01,"AstraZeneca"
"209",2021-06-01,"Auto Trader Group"
"210",2021-06-01,"Avast"
"211",2021-06-01,"Aveva"
"212",2021-06-01,"Aviva"
"213",2021-06-01,"B&M"
"214",2021-06-01,"BAE Systems"
"215",2021-06-01,"Barclays"
"216",2021-06-01,"Barratt Developments"
"217",2021-06-01,"Berkeley Group Holdings"
"218",2021-06-01,"BHP"
"219",2021-06-01,"BP"
"220",2021-06-01,"British American Tobacco"
"221",2021-06-01,"British Land"
"222",2021-06-01,"BT Group"
"223",2021-06-01,"Bunzl"
"224",2021-06-01,"Burberry"
"225",2021-06-01,"Coca-Cola HBC"
"226",2021-06-01,"Compass Group"
"227",2021-06-01,"CRH plc"
"228",2021-06-01,"Croda International"
"229",2021-06-01,"DCC plc"
"230",2021-06-01,"Diageo"
"231",2021-06-01,"Entain"
"232",2021-06-01,"Evraz"
"233",2021-06-01,"Experian"
"234",2021-06-01,"Ferguson plc"
"235",2021-06-01,"Flutter Entertainment plc"
"236",2021-06-01,"Fresnillo"
"237",2021-06-01,"GlaxoSmithKline"
"238",2021-06-01,"Glencore"
"239",2021-06-01,"Halma"
"240",2021-06-01,"Hargreaves Lansdown"
"241",2021-06-01,"Hikma Pharmaceuticals"
"242",2021-06-01,"HSBC"
"243",2021-06-01,"IHG Hotels & Resorts"
"244",2021-06-01,"Imperial Brands"
"245",2021-06-01,"Informa"
"246",2021-06-01,"Intermediate Capital Group"
"247",2021-06-01,"International Airlines Group"
"248",2021-06-01,"Intertek"
"249",2021-06-01,"JD Sports"
"250",2021-06-01,"Johnson Matthey"
"251",2021-06-01,"Just Eat Takeaway"
"252",2021-06-01,"Kingfisher"
"253",2021-06-01,"Land Securities"
"254",2021-06-01,"Legal & General"
"255",2021-06-01,"Lloyds Banking Group"
"256",2021-06-01,"London Stock Exchange Group"
"257",2021-06-01,"M&G"
"258",2021-06-01,"Melrose Industries"
"259",2021-06-01,"Mondi"
"260",2021-06-01,"National Grid plc"
"261",2021-06-01,"NatWest Group"
"262",2021-06-01,"Next plc"
"263",2021-06-01,"Ocado Group"
"264",2021-06-01,"Pearson plc"
"265",2021-06-01,"Pershing Square Holdings"
"266",2021-06-01,"Persimmon plc"
"267",2021-06-01,"Phoenix Group"
"268",2021-06-01,"Polymetal International"
"269",2021-06-01,"Prudential plc"
"270",2021-06-01,"Reckitt"
"271",2021-06-01,"RELX"
"272",2021-06-01,"Rentokil Initial"
"273",2021-06-01,"Rightmove"
"274",2021-06-01,"Rio Tinto"
"275",2021-06-01,"Rolls-Royce Holdings"
"276",2021-06-01,"Royal Dutch Shell"
"277",2021-06-01,"Royal Mail"
"278",2021-06-01,"Sage Group"
"279",2021-06-01,"Sainsbury's"
"280",2021-06-01,"Schroders"
"281",2021-06-01,"Scottish Mortgage Investment Trust"
"282",2021-06-01,"Segro"
"283",2021-06-01,"Severn Trent"
"284",2021-06-01,"DS Smith plc"
"285",2021-06-01,"Smiths Group"
"286",2021-06-01,"Smith & Nephew"
"287",2021-06-01,"Smurfit Kappa Group plc"
"288",2021-06-01,"Spirax-Sarco Engineering"
"289",2021-06-01,"SSE plc"
"290",2021-06-01,"Standard Chartered"
"291",2021-06-01,"St. James's Place plc"
"292",2021-06-01,"Taylor Wimpey"
"293",2021-06-01,"Tesco"
"294",2021-06-01,"Unilever"
"295",2021-06-01,"United Utilities"
"296",2021-06-01,"Vodafone Group"
"297",2021-06-01,"Weir Group"
"298",2021-06-01,"Whitbread"
"299",2021-06-01,"WPP plc"
"300",2021-06-01,"Reinshaw"
"301",2021-05-01,"3i Group plc"
"302",2021-05-01,"Abrdn"
"303",2021-05-01,"Admiral Group"
"304",2021-05-01,"Anglo American plc"
"305",2021-05-01,"Antofagasta"
"306",2021-05-01,"Ashtead Group"
"307",2021-05-01,"Associated British Foods"
"308",2021-05-01,"AstraZeneca"
"309",2021-05-01,"Auto Trader Group"
"310",2021-05-01,"Avast"
"311",2021-05-01,"Aveva"
"312",2021-05-01,"Aviva"
"313",2021-05-01,"B&M"
"314",2021-05-01,"BAE Systems"
"315",2021-05-01,"Barclays"
"316",2021-05-01,"Barratt Developments"
"317",2021-05-01,"Berkeley Group Holdings"
"318",2021-05-01,"BHP"
"319",2021-05-01,"BP"
"320",2021-05-01,"British American Tobacco"
"321",2021-05-01,"British Land"
"322",2021-05-01,"BT Group"
"323",2021-05-01,"Bunzl"
"324",2021-05-01,"Burberry"
"325",2021-05-01,"Coca-Cola HBC"
"326",2021-05-01,"Compass Group"
"327",2021-05-01,"CRH plc"
"328",2021-05-01,"Croda International"
"329",2021-05-01,"DCC plc"
"330",2021-05-01,"Diageo"
"331",2021-05-01,"Entain"
"332",2021-05-01,"Evraz"
"333",2021-05-01,"Experian"
"334",2021-05-01,"Ferguson plc"
"335",2021-05-01,"Flutter Entertainment plc"
"336",2021-05-01,"Fresnillo"
"337",2021-05-01,"GlaxoSmithKline"
"338",2021-05-01,"Glencore"
"339",2021-05-01,"Halma"
"340",2021-05-01,"Hargreaves Lansdown"
"341",2021-05-01,"Hikma Pharmaceuticals"
"342",2021-05-01,"HSBC"
"343",2021-05-01,"IHG Hotels & Resorts"
"344",2021-05-01,"Imperial Brands"
"345",2021-05-01,"Informa"
"346",2021-05-01,"Intermediate Capital Group"
"347",2021-05-01,"International Airlines Group"
"348",2021-05-01,"Intertek"
"349",2021-05-01,"JD Sports"
"350",2021-05-01,"Johnson Matthey"
"351",2021-05-01,"Just Eat Takeaway"
"352",2021-05-01,"Kingfisher"
"353",2021-05-01,"Land Securities"
"354",2021-05-01,"Legal & General"
"355",2021-05-01,"Lloyds Banking Group"
"356",2021-05-01,"London Stock Exchange Group"
"357",2021-05-01,"M&G"
"358",2021-05-01,"Melrose Industries"
"359",2021-05-01,"Mondi"
"360",2021-05-01,"National Grid plc"
"361",2021-05-01,"NatWest Group"
"362",2021-05-01,"Next plc"
"363",2021-05-01,"Ocado Group"
"364",2021-05-01,"Pearson plc"
"365",2021-05-01,"Pershing Square Holdings"
"366",2021-05-01,"Persimmon plc"
"367",2021-05-01,"Phoenix Group"
"368",2021-05-01,"Polymetal International"
"369",2021-05-01,"Prudential plc"
"370",2021-05-01,"Reckitt"
"371",2021-05-01,"RELX"
"372",2021-05-01,"Rentokil Initial"
"373",2021-05-01,"Rightmove"
"374",2021-05-01,"Rio Tinto"
"375",2021-05-01,"Rolls-Royce Holdings"
"376",2021-05-01,"Royal Dutch Shell"
"377",2021-05-01,"Sage Group"
"378",2021-05-01,"Sainsbury's"
"379",2021-05-01,"Schroders"
"380",2021-05-01,"Scottish Mortgage Investment Trust"
"381",2021-05-01,"Segro"
"382",2021-05-01,"Severn Trent"
"383",2021-05-01,"DS Smith plc"
"384",2021-05-01,"Smiths Group"
"385",2021-05-01,"Smith & Nephew"
"386",2021-05-01,"Smurfit Kappa Group plc"
"387",2021-05-01,"Spirax-Sarco Engineering"
"388",2021-05-01,"SSE plc"
"389",2021-05-01,"Standard Chartered"
"390",2021-05-01,"St. James's Place plc"
"391",2021-05-01,"Taylor Wimpey"
"392",2021-05-01,"Tesco"
"393",2021-05-01,"Unilever"
"394",2021-05-01,"United Utilities"
"395",2021-05-01,"Vodafone Group"
"396",2021-05-01,"Weir Group"
"397",2021-05-01,"Whitbread"
"398",2021-05-01,"WPP plc"
"399",2021-05-01,"Reinshaw"
"400",2021-05-01,"RSA Insurance Group"
"401",2021-04-01,"3i Group plc"
"402",2021-04-01,"Abrdn"
"403",2021-04-01,"Admiral Group"
"404",2021-04-01,"Anglo American plc"
"405",2021-04-01,"Antofagasta"
"406",2021-04-01,"Ashtead Group"
"407",2021-04-01,"Associated British Foods"
"408",2021-04-01,"AstraZeneca"
"409",2021-04-01,"Auto Trader Group"
"410",2021-04-01,"Avast"
"411",2021-04-01,"Aveva"
"412",2021-04-01,"Aviva"
"413",2021-04-01,"B&M"
"414",2021-04-01,"BAE Systems"
"415",2021-04-01,"Barclays"
"416",2021-04-01,"Barratt Developments"
"417",2021-04-01,"Berkeley Group Holdings"
"418",2021-04-01,"BHP"
"419",2021-04-01,"BP"
"420",2021-04-01,"British American Tobacco"
"421",2021-04-01,"British Land"
"422",2021-04-01,"BT Group"
"423",2021-04-01,"Bunzl"
"424",2021-04-01,"Burberry"
"425",2021-04-01,"Coca-Cola HBC"
"426",2021-04-01,"Compass Group"
"427",2021-04-01,"CRH plc"
"428",2021-04-01,"Croda International"
"429",2021-04-01,"DCC plc"
"430",2021-04-01,"Diageo"
"431",2021-04-01,"Entain"
"432",2021-04-01,"Evraz"
"433",2021-04-01,"Experian"
"434",2021-04-01,"Ferguson plc"
"435",2021-04-01,"Flutter Entertainment plc"
"436",2021-04-01,"Fresnillo"
"437",2021-04-01,"GlaxoSmithKline"
"438",2021-04-01,"Glencore"
"439",2021-04-01,"Halma"
"440",2021-04-01,"Hargreaves Lansdown"
"441",2021-04-01,"Hikma Pharmaceuticals"
"442",2021-04-01,"HSBC"
"443",2021-04-01,"IHG Hotels & Resorts"
"444",2021-04-01,"Imperial Brands"
"445",2021-04-01,"Informa"
"446",2021-04-01,"Intermediate Capital Group"
"447",2021-04-01,"International Airlines Group"
"448",2021-04-01,"Intertek"
"449",2021-04-01,"JD Sports"
"450",2021-04-01,"Johnson Matthey"
"451",2021-04-01,"Just Eat Takeaway"
"452",2021-04-01,"Kingfisher"
"453",2021-04-01,"Land Securities"
"454",2021-04-01,"Legal & General"
"455",2021-04-01,"Lloyds Banking Group"
"456",2021-04-01,"London Stock Exchange Group"
"457",2021-04-01,"M&G"
"458",2021-04-01,"Melrose Industries"
"459",2021-04-01,"Mondi"
"460",2021-04-01,"National Grid plc"
"461",2021-04-01,"NatWest Group"
"462",2021-04-01,"Next plc"
"463",2021-04-01,"Ocado Group"
"464",2021-04-01,"Pearson plc"
"465",2021-04-01,"Pershing Square Holdings"
"466",2021-04-01,"Persimmon plc"
"467",2021-04-01,"Phoenix Group"
"468",2021-04-01,"Polymetal International"
"469",2021-04-01,"Prudential plc"
"470",2021-04-01,"Reckitt"
"471",2021-04-01,"RELX"
"472",2021-04-01,"Rentokil Initial"
"473",2021-04-01,"Rightmove"
"474",2021-04-01,"Rio Tinto"
"475",2021-04-01,"Rolls-Royce Holdings"
"476",2021-04-01,"Royal Dutch Shell"
"477",2021-04-01,"Sage Group"
"478",2021-04-01,"Sainsbury's"
"479",2021-04-01,"Schroders"
"480",2021-04-01,"Scottish Mortgage Investment Trust"
"481",2021-04-01,"Segro"
"482",2021-04-01,"Severn Trent"
"483",2021-04-01,"DS Smith plc"
"484",2021-04-01,"Smiths Group"
"485",2021-04-01,"Smith & Nephew"
"486",2021-04-01,"Smurfit Kappa Group plc"
"487",2021-04-01,"Spirax-Sarco Engineering"
"488",2021-04-01,"SSE plc"
"489",2021-04-01,"Standard Chartered"
"490",2021-04-01,"St. James's Place plc"
"491",2021-04-01,"Taylor Wimpey"
"492",2021-04-01,"Tesco"
"493",2021-04-01,"Unilever"
"494",2021-04-01,"United Utilities"
"495",2021-04-01,"Vodafone Group"
"496",2021-04-01,"Weir Group"
"497",2021-04-01,"Whitbread"
"498",2021-04-01,"WPP plc"
"499",2021-04-01,"Reinshaw"
"500",2021-04-01,"RSA Insurance Group"
"501",2021-03-01,"3i Group plc"
"502",2021-03-01,"Abrdn"
"503",2021-03-01,"Admiral Group"
"504",2021-03-01,"Anglo American plc"
"505",2021-03-01,"Antofagasta"
"506",2021-03-01,"Ashtead Group"
"507",2021-03-01,"Associated British Foods"
"508",2021-03-01,"AstraZeneca"
"509",2021-03-01,"Auto Trader Group"
"510",2021-03-01,"Avast"
"511",2021-03-01,"Aveva"
"512",2021-03-01,"Aviva"
"513",2021-03-01,"B&M"
"514",2021-03-01,"BAE Systems"
"515",2021-03-01,"Barclays"
"516",2021-03-01,"Barratt Developments"
"517",2021-03-01,"Berkeley Group Holdings"
"518",2021-03-01,"BHP"
"519",2021-03-01,"BP"
"520",2021-03-01,"British American Tobacco"
"521",2021-03-01,"British Land"
"522",2021-03-01,"BT Group"
"523",2021-03-01,"Bunzl"
"524",2021-03-01,"Burberry"
"525",2021-03-01,"Coca-Cola HBC"
"526",2021-03-01,"Compass Group"
"527",2021-03-01,"CRH plc"
"528",2021-03-01,"Croda International"
"529",2021-03-01,"DCC plc"
"530",2021-03-01,"Diageo"
"531",2021-03-01,"Entain"
"532",2021-03-01,"Evraz"
"533",2021-03-01,"Experian"
"534",2021-03-01,"Ferguson plc"
"535",2021-03-01,"Flutter Entertainment plc"
"536",2021-03-01,"Fresnillo"
"537",2021-03-01,"GlaxoSmithKline"
"538",2021-03-01,"Glencore"
"539",2021-03-01,"Halma"
"540",2021-03-01,"Hargreaves Lansdown"
"541",2021-03-01,"Hikma Pharmaceuticals"
"542",2021-03-01,"HSBC"
"543",2021-03-01,"IHG Hotels & Resorts"
"544",2021-03-01,"Imperial Brands"
"545",2021-03-01,"Informa"
"546",2021-03-01,"Intermediate Capital Group"
"547",2021-03-01,"International Airlines Group"
"548",2021-03-01,"Intertek"
"549",2021-03-01,"JD Sports"
"550",2021-03-01,"Johnson Matthey"
"551",2021-03-01,"Just Eat Takeaway"
"552",2021-03-01,"Kingfisher"
"553",2021-03-01,"Land Securities"
"554",2021-03-01,"Legal & General"
"555",2021-03-01,"Lloyds Banking Group"
"556",2021-03-01,"London Stock Exchange Group"
"557",2021-03-01,"M&G"
"558",2021-03-01,"Melrose Industries"
"559",2021-03-01,"Mondi"
"560",2021-03-01,"National Grid plc"
"561",2021-03-01,"NatWest Group"
"562",2021-03-01,"Next plc"
"563",2021-03-01,"Ocado Group"
"564",2021-03-01,"Pearson plc"
"565",2021-03-01,"Pershing Square Holdings"
"566",2021-03-01,"Persimmon plc"
"567",2021-03-01,"Phoenix Group"
"568",2021-03-01,"Polymetal International"
"569",2021-03-01,"Prudential plc"
"570",2021-03-01,"Reckitt"
"571",2021-03-01,"RELX"
"572",2021-03-01,"Rentokil Initial"
"573",2021-03-01,"Rightmove"
"574",2021-03-01,"Rio Tinto"
"575",2021-03-01,"Rolls-Royce Holdings"
"576",2021-03-01,"Royal Dutch Shell"
"577",2021-03-01,"Sage Group"
"578",2021-03-01,"Sainsbury's"
"579",2021-03-01,"Schroders"
"580",2021-03-01,"Scottish Mortgage Investment Trust"
"581",2021-03-01,"Segro"
"582",2021-03-01,"Severn Trent"
"583",2021-03-01,"DS Smith plc"
"584",2021-03-01,"Smiths Group"
"585",2021-03-01,"Smith & Nephew"
"586",2021-03-01,"Smurfit Kappa Group plc"
"587",2021-03-01,"Spirax-Sarco Engineering"
"588",2021-03-01,"SSE plc"
"589",2021-03-01,"Standard Chartered"
"590",2021-03-01,"St. James's Place plc"
"591",2021-03-01,"Taylor Wimpey"
"592",2021-03-01,"Tesco"
"593",2021-03-01,"Unilever"
"594",2021-03-01,"United Utilities"
"595",2021-03-01,"Vodafone Group"
"596",2021-03-01,"Whitbread"
"597",2021-03-01,"WPP plc"
"598",2021-03-01,"RSA Insurance Group"
"599",2021-03-01,"Pennon Group"
"600",2021-03-01,"Morrison (Wm) Supermarkets"
"601",2021-02-01,"3i Group plc"
"602",2021-02-01,"Abrdn"
"603",2021-02-01,"Admiral Group"
"604",2021-02-01,"Anglo American plc"
"605",2021-02-01,"Antofagasta"
"606",2021-02-01,"Ashtead Group"
"607",2021-02-01,"Associated British Foods"
"608",2021-02-01,"AstraZeneca"
"609",2021-02-01,"Auto Trader Group"
"610",2021-02-01,"Avast"
"611",2021-02-01,"Aveva"
"612",2021-02-01,"Aviva"
"613",2021-02-01,"B&M"
"614",2021-02-01,"BAE Systems"
"615",2021-02-01,"Barclays"
"616",2021-02-01,"Barratt Developments"
"617",2021-02-01,"Berkeley Group Holdings"
"618",2021-02-01,"BHP"
"619",2021-02-01,"BP"
"620",2021-02-01,"British American Tobacco"
"621",2021-02-01,"British Land"
"622",2021-02-01,"BT Group"
"623",2021-02-01,"Bunzl"
"624",2021-02-01,"Burberry"
"625",2021-02-01,"Coca-Cola HBC"
"626",2021-02-01,"Compass Group"
"627",2021-02-01,"CRH plc"
"628",2021-02-01,"Croda International"
"629",2021-02-01,"DCC plc"
"630",2021-02-01,"Diageo"
"631",2021-02-01,"Entain"
"632",2021-02-01,"Evraz"
"633",2021-02-01,"Experian"
"634",2021-02-01,"Ferguson plc"
"635",2021-02-01,"Flutter Entertainment plc"
"636",2021-02-01,"Fresnillo"
"637",2021-02-01,"GlaxoSmithKline"
"638",2021-02-01,"Glencore"
"639",2021-02-01,"Halma"
"640",2021-02-01,"Hargreaves Lansdown"
"641",2021-02-01,"Hikma Pharmaceuticals"
"642",2021-02-01,"HSBC"
"643",2021-02-01,"IHG Hotels & Resorts"
"644",2021-02-01,"Imperial Brands"
"645",2021-02-01,"Informa"
"646",2021-02-01,"Intermediate Capital Group"
"647",2021-02-01,"International Airlines Group"
"648",2021-02-01,"Intertek"
"649",2021-02-01,"JD Sports"
"650",2021-02-01,"Johnson Matthey"
"651",2021-02-01,"Just Eat Takeaway"
"652",2021-02-01,"Kingfisher"
"653",2021-02-01,"Land Securities"
"654",2021-02-01,"Legal & General"
"655",2021-02-01,"Lloyds Banking Group"
"656",2021-02-01,"London Stock Exchange Group"
"657",2021-02-01,"M&G"
"658",2021-02-01,"Melrose Industries"
"659",2021-02-01,"Mondi"
"660",2021-02-01,"National Grid plc"
"661",2021-02-01,"NatWest Group"
"662",2021-02-01,"Next plc"
"663",2021-02-01,"Ocado Group"
"664",2021-02-01,"Pearson plc"
"665",2021-02-01,"Pershing Square Holdings"
"666",2021-02-01,"Persimmon plc"
"667",2021-02-01,"Phoenix Group"
"668",2021-02-01,"Polymetal International"
"669",2021-02-01,"Prudential plc"
"670",2021-02-01,"Reckitt"
"671",2021-02-01,"RELX"
"672",2021-02-01,"Rentokil Initial"
"673",2021-02-01,"Rightmove"
"674",2021-02-01,"Rio Tinto"
"675",2021-02-01,"Rolls-Royce Holdings"
"676",2021-02-01,"Royal Dutch Shell"
"677",2021-02-01,"Sage Group"
"678",2021-02-01,"Sainsbury's"
"679",2021-02-01,"Schroders"
"680",2021-02-01,"Scottish Mortgage Investment Trust"
"681",2021-02-01,"Segro"
"682",2021-02-01,"Severn Trent"
"683",2021-02-01,"DS Smith plc"
"684",2021-02-01,"Smiths Group"
"685",2021-02-01,"Smith & Nephew"
"686",2021-02-01,"Smurfit Kappa Group plc"
"687",2021-02-01,"Spirax-Sarco Engineering"
"688",2021-02-01,"SSE plc"
"689",2021-02-01,"Standard Chartered"
"690",2021-02-01,"St. James's Place plc"
"691",2021-02-01,"Taylor Wimpey"
"692",2021-02-01,"Tesco"
"693",2021-02-01,"Unilever"
"694",2021-02-01,"United Utilities"
"695",2021-02-01,"Vodafone Group"
"696",2021-02-01,"Whitbread"
"697",2021-02-01,"WPP plc"
"698",2021-02-01,"RSA Insurance Group"
"699",2021-02-01,"Pennon Group"
"700",2021-02-01,"Morrison (Wm) Supermarkets"
"701",2021-01-01,"3i Group plc"
"702",2021-01-01,"Abrdn"
"703",2021-01-01,"Admiral Group"
"704",2021-01-01,"Anglo American plc"
"705",2021-01-01,"Antofagasta"
"706",2021-01-01,"Ashtead Group"
"707",2021-01-01,"Associated British Foods"
"708",2021-01-01,"AstraZeneca"
"709",2021-01-01,"Auto Trader Group"
"710",2021-01-01,"Avast"
"711",2021-01-01,"Aveva"
"712",2021-01-01,"Aviva"
"713",2021-01-01,"B&M"
"714",2021-01-01,"BAE Systems"
"715",2021-01-01,"Barclays"
"716",2021-01-01,"Barratt Developments"
"717",2021-01-01,"Berkeley Group Holdings"
"718",2021-01-01,"BHP"
"719",2021-01-01,"BP"
"720",2021-01-01,"British American Tobacco"
"721",2021-01-01,"British Land"
"722",2021-01-01,"BT Group"
