"","Date","Company"
"4003",2018-04-01,"Admiral Group"
"4004",2018-04-01,"Anglo American plc"
"4005",2018-04-01,"Antofagasta"
"4006",2018-04-01,"Ashtead Group"
"4007",2018-04-01,"Associated British Foods"
"4008",2018-04-01,"AstraZeneca"
"4009",2018-04-01,"Aviva"
"4010",2018-04-01,"BAE Systems"
"4011",2018-04-01,"Barclays"
"4012",2018-04-01,"Barratt Developments"
"4013",2018-04-01,"Berkeley Group Holdings"
"4014",2018-04-01,"BHP"
"4015",2018-04-01,"BP"
"4016",2018-04-01,"British American Tobacco"
"4017",2018-04-01,"British Land"
"4018",2018-04-01,"BT Group"
"4019",2018-04-01,"Bunzl"
"4020",2018-04-01,"Burberry"
"4021",2018-04-01,"Coca-Cola HBC"
"4022",2018-04-01,"Compass Group"
"4023",2018-04-01,"CRH plc"
"4024",2018-04-01,"Croda International"
"4025",2018-04-01,"DCC plc"
"4026",2018-04-01,"Diageo"
"4027",2018-04-01,"Evraz"
"4028",2018-04-01,"Experian"
"4029",2018-04-01,"Ferguson plc"
"4030",2018-04-01,"GlaxoSmithKline"
"4031",2018-04-01,"Glencore"
"4032",2018-04-01,"Halma"
"4033",2018-04-01,"Hargreaves Lansdown"
"4034",2018-04-01,"HSBC"
"4035",2018-04-01,"IHG Hotels & Resorts"
"4036",2018-04-01,"Imperial Brands"
"4037",2018-04-01,"Informa"
"4038",2018-04-01,"International Airlines Group"
"4039",2018-04-01,"Intertek"
"4040",2018-04-01,"Johnson Matthey"
"4041",2018-04-01,"Land Securities"
"4042",2018-04-01,"Legal & General"
"4043",2018-04-01,"Lloyds Banking Group"
"4044",2018-04-01,"London Stock Exchange Group"
"4045",2018-04-01,"Mondi"
"4046",2018-04-01,"National Grid plc"
"4047",2018-04-01,"NatWest Group"
"4048",2018-04-01,"Next plc"
"4049",2018-04-01,"Pearson plc"
"4050",2018-04-01,"Persimmon plc"
"4051",2018-04-01,"Prudential plc"
"4052",2018-04-01,"Reckitt"
"4053",2018-04-01,"RELX"
"4054",2018-04-01,"Rentokil Initial"
"4055",2018-04-01,"Rio Tinto"
"4056",2018-04-01,"Rolls-Royce Holdings"
"4057",2018-04-01,"Royal Dutch Shell"
"4058",2018-04-01,"Sage Group"
"4059",2018-04-01,"Sainsbury's"
"4060",2018-04-01,"Schroders"
"4061",2018-04-01,"Scottish Mortgage Investment Trust"
"4062",2018-04-01,"Segro"
"4063",2018-04-01,"Severn Trent"
"4064",2018-04-01,"DS Smith plc"
"4065",2018-04-01,"Smiths Group"
"4066",2018-04-01,"Smith & Nephew"
"4067",2018-04-01,"Smurfit Kappa Group plc"
"4068",2018-04-01,"SSE plc"
"4069",2018-04-01,"Standard Chartered"
"4070",2018-04-01,"St. James's Place plc"
"4071",2018-04-01,"Taylor Wimpey"
"4072",2018-04-01,"Tesco"
"4073",2018-04-01,"Unilever"
"4074",2018-04-01,"United Utilities"
"4075",2018-04-01,"Vodafone Group"
"4076",2018-04-01,"Whitbread"
"4077",2018-04-01,"WPP plc"
"4078",2018-04-01,"RSA Insurance Group"
"4079",2018-04-01,"Morrison (Wm) Supermarkets"
"4080",2018-04-01,"ITV"
"4081",2018-04-01,"Carnival"
"4082",2018-04-01,"Centrica"
"4083",2018-04-01,"NMC Health"
"4084",2018-04-01,"TUI AG"
"4085",2018-04-01,"Kingfisher"
"4086",2018-04-01,"Fresnillo"
"4087",2018-04-01,"Direct Line Insurance Group"
"4088",2018-04-01,"Micro Focus International"
"4089",2018-04-01,"Marks and Spencer Group"
"4090",2018-04-01,"Easyjet"
"4091",2018-04-01,"Paddy Power Betfair"
"4092",2018-04-01,"Randgold Resoruces"
"4093",2018-04-01,"Shire"
"4094",2018-04-01,"Royal Mail"
"4095",2018-04-01,"Just Eat Takeaway"
"4096",2018-04-01,"Sky"
"4097",2018-04-01,"Old Mutual"
"4098",2018-04-01,"G4S"
"4099",2018-04-01,"Mediclinic International plc"
"4100",2018-04-01,"GKN"
"4101",2018-03-01,"3i Group plc"
"4102",2018-03-01,"Abrdn"
"4103",2018-03-01,"Admiral Group"
"4104",2018-03-01,"Anglo American plc"
"4105",2018-03-01,"Antofagasta"
"4106",2018-03-01,"Ashtead Group"
"4107",2018-03-01,"Associated British Foods"
"4108",2018-03-01,"AstraZeneca"
"4109",2018-03-01,"Aviva"
"4110",2018-03-01,"BAE Systems"
"4111",2018-03-01,"Barclays"
"4112",2018-03-01,"Barratt Developments"
"4113",2018-03-01,"Berkeley Group Holdings"
"4114",2018-03-01,"BHP"
"4115",2018-03-01,"BP"
"4116",2018-03-01,"British American Tobacco"
"4117",2018-03-01,"British Land"
"4118",2018-03-01,"BT Group"
"4119",2018-03-01,"Bunzl"
"4120",2018-03-01,"Burberry"
"4121",2018-03-01,"Coca-Cola HBC"
"4122",2018-03-01,"Compass Group"
"4123",2018-03-01,"CRH plc"
"4124",2018-03-01,"Croda International"
"4125",2018-03-01,"DCC plc"
"4126",2018-03-01,"Diageo"
"4127",2018-03-01,"Evraz"
"4128",2018-03-01,"Experian"
"4129",2018-03-01,"Ferguson plc"
"4130",2018-03-01,"GlaxoSmithKline"
"4131",2018-03-01,"Glencore"
"4132",2018-03-01,"Halma"
"4133",2018-03-01,"Hargreaves Lansdown"
"4134",2018-03-01,"HSBC"
"4135",2018-03-01,"IHG Hotels & Resorts"
"4136",2018-03-01,"Imperial Brands"
"4137",2018-03-01,"Informa"
"4138",2018-03-01,"International Airlines Group"
"4139",2018-03-01,"Intertek"
"4140",2018-03-01,"Johnson Matthey"
"4141",2018-03-01,"Land Securities"
"4142",2018-03-01,"Legal & General"
"4143",2018-03-01,"Lloyds Banking Group"
"4144",2018-03-01,"London Stock Exchange Group"
"4145",2018-03-01,"Mondi"
"4146",2018-03-01,"National Grid plc"
"4147",2018-03-01,"NatWest Group"
"4148",2018-03-01,"Next plc"
"4149",2018-03-01,"Pearson plc"
"4150",2018-03-01,"Persimmon plc"
"4151",2018-03-01,"Prudential plc"
"4152",2018-03-01,"Reckitt"
"4153",2018-03-01,"RELX"
"4154",2018-03-01,"Rentokil Initial"
"4155",2018-03-01,"Rio Tinto"
"4156",2018-03-01,"Rolls-Royce Holdings"
"4157",2018-03-01,"Royal Dutch Shell"
"4158",2018-03-01,"Sage Group"
"4159",2018-03-01,"Sainsbury's"
"4160",2018-03-01,"Schroders"
"4161",2018-03-01,"Scottish Mortgage Investment Trust"
"4162",2018-03-01,"Segro"
"4163",2018-03-01,"Severn Trent"
"4164",2018-03-01,"DS Smith plc"
"4165",2018-03-01,"Smiths Group"
"4166",2018-03-01,"Smith & Nephew"
"4167",2018-03-01,"Smurfit Kappa Group plc"
"4168",2018-03-01,"SSE plc"
"4169",2018-03-01,"Standard Chartered"
"4170",2018-03-01,"St. James's Place plc"
"4171",2018-03-01,"Taylor Wimpey"
"4172",2018-03-01,"Tesco"
"4173",2018-03-01,"Unilever"
"4174",2018-03-01,"United Utilities"
"4175",2018-03-01,"Vodafone Group"
"4176",2018-03-01,"Whitbread"
"4177",2018-03-01,"WPP plc"
"4178",2018-03-01,"RSA Insurance Group"
"4179",2018-03-01,"Morrison (Wm) Supermarkets"
"4180",2018-03-01,"ITV"
"4181",2018-03-01,"Carnival"
"4182",2018-03-01,"Centrica"
"4183",2018-03-01,"NMC Health"
"4184",2018-03-01,"TUI AG"
"4185",2018-03-01,"Kingfisher"
"4186",2018-03-01,"Fresnillo"
"4187",2018-03-01,"Direct Line Insurance Group"
"4188",2018-03-01,"Micro Focus International"
"4189",2018-03-01,"Marks and Spencer Group"
"4190",2018-03-01,"Easyjet"
"4191",2018-03-01,"Paddy Power Betfair"
"4192",2018-03-01,"Randgold Resoruces"
"4193",2018-03-01,"Shire"
"4194",2018-03-01,"Just Eat Takeaway"
"4195",2018-03-01,"Sky"
"4196",2018-03-01,"Old Mutual"
"4197",2018-03-01,"G4S"
"4198",2018-03-01,"Mediclinic International plc"
"4199",2018-03-01,"GKN"
"4200",2018-03-01,"Hammerson"
"4201",2018-02-01,"3i Group plc"
"4202",2018-02-01,"Abrdn"
"4203",2018-02-01,"Admiral Group"
"4204",2018-02-01,"Anglo American plc"
"4205",2018-02-01,"Antofagasta"
"4206",2018-02-01,"Ashtead Group"
"4207",2018-02-01,"Associated British Foods"
"4208",2018-02-01,"AstraZeneca"
"4209",2018-02-01,"Aviva"
"4210",2018-02-01,"BAE Systems"
"4211",2018-02-01,"Barclays"
"4212",2018-02-01,"Barratt Developments"
"4213",2018-02-01,"Berkeley Group Holdings"
"4214",2018-02-01,"BHP"
"4215",2018-02-01,"BP"
"4216",2018-02-01,"British American Tobacco"
"4217",2018-02-01,"British Land"
"4218",2018-02-01,"BT Group"
"4219",2018-02-01,"Bunzl"
"4220",2018-02-01,"Burberry"
"4221",2018-02-01,"Coca-Cola HBC"
"4222",2018-02-01,"Compass Group"
"4223",2018-02-01,"CRH plc"
"4224",2018-02-01,"Croda International"
"4225",2018-02-01,"DCC plc"
"4226",2018-02-01,"Diageo"
"4227",2018-02-01,"Evraz"
"4228",2018-02-01,"Experian"
"4229",2018-02-01,"Ferguson plc"
"4230",2018-02-01,"GlaxoSmithKline"
"4231",2018-02-01,"Glencore"
"4232",2018-02-01,"Halma"
"4233",2018-02-01,"Hargreaves Lansdown"
"4234",2018-02-01,"HSBC"
"4235",2018-02-01,"IHG Hotels & Resorts"
"4236",2018-02-01,"Imperial Brands"
"4237",2018-02-01,"Informa"
"4238",2018-02-01,"International Airlines Group"
"4239",2018-02-01,"Intertek"
"4240",2018-02-01,"Johnson Matthey"
"4241",2018-02-01,"Land Securities"
"4242",2018-02-01,"Legal & General"
"4243",2018-02-01,"Lloyds Banking Group"
"4244",2018-02-01,"London Stock Exchange Group"
"4245",2018-02-01,"Mondi"
"4246",2018-02-01,"National Grid plc"
"4247",2018-02-01,"NatWest Group"
"4248",2018-02-01,"Next plc"
"4249",2018-02-01,"Pearson plc"
"4250",2018-02-01,"Persimmon plc"
"4251",2018-02-01,"Prudential plc"
"4252",2018-02-01,"Reckitt"
"4253",2018-02-01,"RELX"
"4254",2018-02-01,"Rentokil Initial"
"4255",2018-02-01,"Rio Tinto"
"4256",2018-02-01,"Rolls-Royce Holdings"
"4257",2018-02-01,"Royal Dutch Shell"
"4258",2018-02-01,"Sage Group"
"4259",2018-02-01,"Sainsbury's"
"4260",2018-02-01,"Schroders"
"4261",2018-02-01,"Scottish Mortgage Investment Trust"
"4262",2018-02-01,"Segro"
"4263",2018-02-01,"Severn Trent"
"4264",2018-02-01,"DS Smith plc"
"4265",2018-02-01,"Smiths Group"
"4266",2018-02-01,"Smith & Nephew"
"4267",2018-02-01,"Smurfit Kappa Group plc"
"4268",2018-02-01,"SSE plc"
"4269",2018-02-01,"Standard Chartered"
"4270",2018-02-01,"St. James's Place plc"
"4271",2018-02-01,"Taylor Wimpey"
"4272",2018-02-01,"Tesco"
"4273",2018-02-01,"Unilever"
"4274",2018-02-01,"United Utilities"
"4275",2018-02-01,"Vodafone Group"
"4276",2018-02-01,"Whitbread"
"4277",2018-02-01,"WPP plc"
"4278",2018-02-01,"RSA Insurance Group"
"4279",2018-02-01,"Morrison (Wm) Supermarkets"
"4280",2018-02-01,"ITV"
"4281",2018-02-01,"Carnival"
"4282",2018-02-01,"Centrica"
"4283",2018-02-01,"NMC Health"
"4284",2018-02-01,"TUI AG"
"4285",2018-02-01,"Kingfisher"
"4286",2018-02-01,"Fresnillo"
"4287",2018-02-01,"Direct Line Insurance Group"
"4288",2018-02-01,"Micro Focus International"
"4289",2018-02-01,"Marks and Spencer Group"
"4290",2018-02-01,"Easyjet"
"4291",2018-02-01,"Paddy Power Betfair"
"4292",2018-02-01,"Randgold Resoruces"
"4293",2018-02-01,"Shire"
"4294",2018-02-01,"Just Eat Takeaway"
"4295",2018-02-01,"Sky"
"4296",2018-02-01,"Old Mutual"
"4297",2018-02-01,"G4S"
"4298",2018-02-01,"Mediclinic International plc"
"4299",2018-02-01,"GKN"
"4300",2018-02-01,"Hammerson"
"4301",2018-01-01,"3i Group plc"
"4302",2018-01-01,"Abrdn"
"4303",2018-01-01,"Admiral Group"
"4304",2018-01-01,"Anglo American plc"
"4305",2018-01-01,"Antofagasta"
"4306",2018-01-01,"Ashtead Group"
"4307",2018-01-01,"Associated British Foods"
"4308",2018-01-01,"AstraZeneca"
"4309",2018-01-01,"Aviva"
"4310",2018-01-01,"BAE Systems"
"4311",2018-01-01,"Barclays"
"4312",2018-01-01,"Barratt Developments"
"4313",2018-01-01,"Berkeley Group Holdings"
"4314",2018-01-01,"BHP"
"4315",2018-01-01,"BP"
"4316",2018-01-01,"British American Tobacco"
"4317",2018-01-01,"British Land"
"4318",2018-01-01,"BT Group"
"4319",2018-01-01,"Bunzl"
"4320",2018-01-01,"Burberry"
"4321",2018-01-01,"Coca-Cola HBC"
"4322",2018-01-01,"Compass Group"
"4323",2018-01-01,"CRH plc"
"4324",2018-01-01,"Croda International"
"4325",2018-01-01,"DCC plc"
"4326",2018-01-01,"Diageo"
"4327",2018-01-01,"Experian"
"4328",2018-01-01,"Ferguson plc"
"4329",2018-01-01,"GlaxoSmithKline"
"4330",2018-01-01,"Glencore"
"4331",2018-01-01,"Halma"
"4332",2018-01-01,"Hargreaves Lansdown"
"4333",2018-01-01,"HSBC"
"4334",2018-01-01,"IHG Hotels & Resorts"
"4335",2018-01-01,"Imperial Brands"
"4336",2018-01-01,"Informa"
"4337",2018-01-01,"International Airlines Group"
"4338",2018-01-01,"Intertek"
"4339",2018-01-01,"Johnson Matthey"
"4340",2018-01-01,"Land Securities"
"4341",2018-01-01,"Legal & General"
"4342",2018-01-01,"Lloyds Banking Group"
"4343",2018-01-01,"London Stock Exchange Group"
"4344",2018-01-01,"Mondi"
"4345",2018-01-01,"National Grid plc"
"4346",2018-01-01,"NatWest Group"
"4347",2018-01-01,"Next plc"
"4348",2018-01-01,"Pearson plc"
"4349",2018-01-01,"Persimmon plc"
"4350",2018-01-01,"Prudential plc"
"4351",2018-01-01,"Reckitt"
"4352",2018-01-01,"RELX"
"4353",2018-01-01,"Rentokil Initial"
"4354",2018-01-01,"Rio Tinto"
"4355",2018-01-01,"Rolls-Royce Holdings"
"4356",2018-01-01,"Royal Dutch Shell"
"4357",2018-01-01,"Sage Group"
"4358",2018-01-01,"Sainsbury's"
"4359",2018-01-01,"Schroders"
"4360",2018-01-01,"Scottish Mortgage Investment Trust"
"4361",2018-01-01,"Segro"
"4362",2018-01-01,"Severn Trent"
"4363",2018-01-01,"DS Smith plc"
"4364",2018-01-01,"Smiths Group"
"4365",2018-01-01,"Smith & Nephew"
"4366",2018-01-01,"Smurfit Kappa Group plc"
"4367",2018-01-01,"SSE plc"
"4368",2018-01-01,"Standard Chartered"
"4369",2018-01-01,"St. James's Place plc"
"4370",2018-01-01,"Taylor Wimpey"
"4371",2018-01-01,"Tesco"
"4372",2018-01-01,"Unilever"
"4373",2018-01-01,"United Utilities"
"4374",2018-01-01,"Vodafone Group"
"4375",2018-01-01,"Whitbread"
"4376",2018-01-01,"WPP plc"
"4377",2018-01-01,"RSA Insurance Group"
"4378",2018-01-01,"Morrison (Wm) Supermarkets"
"4379",2018-01-01,"ITV"
"4380",2018-01-01,"Carnival"
"4381",2018-01-01,"Centrica"
"4382",2018-01-01,"NMC Health"
"4383",2018-01-01,"TUI AG"
"4384",2018-01-01,"Kingfisher"
"4385",2018-01-01,"Fresnillo"
"4386",2018-01-01,"Direct Line Insurance Group"
"4387",2018-01-01,"Micro Focus International"
"4388",2018-01-01,"Marks and Spencer Group"
"4389",2018-01-01,"Easyjet"
"4390",2018-01-01,"Paddy Power Betfair"
"4391",2018-01-01,"Randgold Resoruces"
"4392",2018-01-01,"Shire"
"4393",2018-01-01,"Just Eat Takeaway"
"4394",2018-01-01,"Sky"
"4395",2018-01-01,"Old Mutual"
"4396",2018-01-01,"G4S"
"4397",2018-01-01,"Mediclinic International plc"
"4398",2018-01-01,"GKN"
"4399",2018-01-01,"Hammerson"
"4400",2018-01-01,"Worldpay Group"
"4401",2017-12-01,"3i Group plc"
"4402",2017-12-01,"Abrdn"
"4403",2017-12-01,"Admiral Group"
"4404",2017-12-01,"Anglo American plc"
"4405",2017-12-01,"Antofagasta"
"4406",2017-12-01,"Ashtead Group"
"4407",2017-12-01,"Associated British Foods"
"4408",2017-12-01,"AstraZeneca"
"4409",2017-12-01,"Aviva"
"4410",2017-12-01,"BAE Systems"
"4411",2017-12-01,"Barclays"
"4412",2017-12-01,"Barratt Developments"
"4413",2017-12-01,"Berkeley Group Holdings"
"4414",2017-12-01,"BHP"
"4415",2017-12-01,"BP"
"4416",2017-12-01,"British American Tobacco"
"4417",2017-12-01,"British Land"
"4418",2017-12-01,"BT Group"
"4419",2017-12-01,"Bunzl"
"4420",2017-12-01,"Burberry"
"4421",2017-12-01,"Coca-Cola HBC"
"4422",2017-12-01,"Compass Group"
"4423",2017-12-01,"CRH plc"
"4424",2017-12-01,"Croda International"
"4425",2017-12-01,"DCC plc"
"4426",2017-12-01,"Diageo"
"4427",2017-12-01,"Experian"
"4428",2017-12-01,"Ferguson plc"
"4429",2017-12-01,"GlaxoSmithKline"
"4430",2017-12-01,"Glencore"
"4431",2017-12-01,"Hargreaves Lansdown"
"4432",2017-12-01,"HSBC"
"4433",2017-12-01,"IHG Hotels & Resorts"
"4434",2017-12-01,"Imperial Brands"
"4435",2017-12-01,"Informa"
"4436",2017-12-01,"International Airlines Group"
"4437",2017-12-01,"Intertek"
"4438",2017-12-01,"Johnson Matthey"
"4439",2017-12-01,"Land Securities"
"4440",2017-12-01,"Legal & General"
"4441",2017-12-01,"Lloyds Banking Group"
"4442",2017-12-01,"London Stock Exchange Group"
"4443",2017-12-01,"Mondi"
"4444",2017-12-01,"National Grid plc"
"4445",2017-12-01,"NatWest Group"
"4446",2017-12-01,"Next plc"
"4447",2017-12-01,"Pearson plc"
"4448",2017-12-01,"Persimmon plc"
"4449",2017-12-01,"Prudential plc"
"4450",2017-12-01,"Reckitt"
"4451",2017-12-01,"RELX"
"4452",2017-12-01,"Rentokil Initial"
"4453",2017-12-01,"Rio Tinto"
"4454",2017-12-01,"Rolls-Royce Holdings"
"4455",2017-12-01,"Royal Dutch Shell"
"4456",2017-12-01,"Sage Group"
"4457",2017-12-01,"Sainsbury's"
"4458",2017-12-01,"Schroders"
"4459",2017-12-01,"Scottish Mortgage Investment Trust"
"4460",2017-12-01,"Segro"
"4461",2017-12-01,"Severn Trent"
"4462",2017-12-01,"Smiths Group"
"4463",2017-12-01,"Smith & Nephew"
"4464",2017-12-01,"Smurfit Kappa Group plc"
"4465",2017-12-01,"SSE plc"
"4466",2017-12-01,"Standard Chartered"
"4467",2017-12-01,"St. James's Place plc"
"4468",2017-12-01,"Taylor Wimpey"
"4469",2017-12-01,"Tesco"
"4470",2017-12-01,"Unilever"
"4471",2017-12-01,"United Utilities"
"4472",2017-12-01,"Vodafone Group"
"4473",2017-12-01,"Whitbread"
"4474",2017-12-01,"WPP plc"
"4475",2017-12-01,"RSA Insurance Group"
"4476",2017-12-01,"Morrison (Wm) Supermarkets"
"4477",2017-12-01,"ITV"
"4478",2017-12-01,"Carnival"
"4479",2017-12-01,"Centrica"
"4480",2017-12-01,"NMC Health"
"4481",2017-12-01,"TUI AG"
"4482",2017-12-01,"Kingfisher"
"4483",2017-12-01,"Fresnillo"
"4484",2017-12-01,"Direct Line Insurance Group"
"4485",2017-12-01,"Micro Focus International"
"4486",2017-12-01,"Marks and Spencer Group"
"4487",2017-12-01,"Easyjet"
"4488",2017-12-01,"Paddy Power Betfair"
"4489",2017-12-01,"Randgold Resoruces"
"4490",2017-12-01,"Shire"
"4491",2017-12-01,"Sky"
"4492",2017-12-01,"Old Mutual"
"4493",2017-12-01,"G4S"
"4494",2017-12-01,"Mediclinic International plc"
"4495",2017-12-01,"GKN"
"4496",2017-12-01,"Hammerson"
"4497",2017-12-01,"Worldpay Group"
"4498",2017-12-01,"Babcock International Group"
"4499",2017-12-01,"Merlin Entertainments"
"4500",2017-12-01,"ConvaTec Group"
"4501",2017-11-01,"3i Group plc"
"4502",2017-11-01,"Abrdn"
"4503",2017-11-01,"Admiral Group"
"4504",2017-11-01,"Anglo American plc"
"4505",2017-11-01,"Antofagasta"
"4506",2017-11-01,"Ashtead Group"
"4507",2017-11-01,"Associated British Foods"
"4508",2017-11-01,"AstraZeneca"
"4509",2017-11-01,"Aviva"
"4510",2017-11-01,"BAE Systems"
"4511",2017-11-01,"Barclays"
"4512",2017-11-01,"Barratt Developments"
"4513",2017-11-01,"Berkeley Group Holdings"
"4514",2017-11-01,"BHP"
"4515",2017-11-01,"BP"
"4516",2017-11-01,"British American Tobacco"
"4517",2017-11-01,"British Land"
"4518",2017-11-01,"BT Group"
"4519",2017-11-01,"Bunzl"
"4520",2017-11-01,"Burberry"
"4521",2017-11-01,"Coca-Cola HBC"
"4522",2017-11-01,"Compass Group"
"4523",2017-11-01,"CRH plc"
"4524",2017-11-01,"Croda International"
"4525",2017-11-01,"DCC plc"
"4526",2017-11-01,"Diageo"
"4527",2017-11-01,"Experian"
"4528",2017-11-01,"Ferguson plc"
"4529",2017-11-01,"GlaxoSmithKline"
"4530",2017-11-01,"Glencore"
"4531",2017-11-01,"Hargreaves Lansdown"
"4532",2017-11-01,"HSBC"
"4533",2017-11-01,"IHG Hotels & Resorts"
"4534",2017-11-01,"Imperial Brands"
"4535",2017-11-01,"Informa"
"4536",2017-11-01,"International Airlines Group"
"4537",2017-11-01,"Intertek"
"4538",2017-11-01,"Johnson Matthey"
"4539",2017-11-01,"Land Securities"
"4540",2017-11-01,"Legal & General"
"4541",2017-11-01,"Lloyds Banking Group"
"4542",2017-11-01,"London Stock Exchange Group"
"4543",2017-11-01,"Mondi"
"4544",2017-11-01,"National Grid plc"
"4545",2017-11-01,"NatWest Group"
"4546",2017-11-01,"Next plc"
"4547",2017-11-01,"Pearson plc"
"4548",2017-11-01,"Persimmon plc"
"4549",2017-11-01,"Prudential plc"
"4550",2017-11-01,"Reckitt"
"4551",2017-11-01,"RELX"
"4552",2017-11-01,"Rentokil Initial"
"4553",2017-11-01,"Rio Tinto"
"4554",2017-11-01,"Rolls-Royce Holdings"
"4555",2017-11-01,"Royal Dutch Shell"
"4556",2017-11-01,"Sage Group"
"4557",2017-11-01,"Sainsbury's"
"4558",2017-11-01,"Schroders"
"4559",2017-11-01,"Scottish Mortgage Investment Trust"
"4560",2017-11-01,"Segro"
"4561",2017-11-01,"Severn Trent"
"4562",2017-11-01,"Smiths Group"
"4563",2017-11-01,"Smith & Nephew"
"4564",2017-11-01,"Smurfit Kappa Group plc"
"4565",2017-11-01,"SSE plc"
"4566",2017-11-01,"Standard Chartered"
"4567",2017-11-01,"St. James's Place plc"
"4568",2017-11-01,"Taylor Wimpey"
"4569",2017-11-01,"Tesco"
"4570",2017-11-01,"Unilever"
"4571",2017-11-01,"United Utilities"
"4572",2017-11-01,"Vodafone Group"
"4573",2017-11-01,"Whitbread"
"4574",2017-11-01,"WPP plc"
"4575",2017-11-01,"RSA Insurance Group"
"4576",2017-11-01,"Morrison (Wm) Supermarkets"
"4577",2017-11-01,"ITV"
"4578",2017-11-01,"Carnival"
"4579",2017-11-01,"Centrica"
"4580",2017-11-01,"NMC Health"
"4581",2017-11-01,"TUI AG"
"4582",2017-11-01,"Kingfisher"
"4583",2017-11-01,"Fresnillo"
"4584",2017-11-01,"Direct Line Insurance Group"
"4585",2017-11-01,"Micro Focus International"
"4586",2017-11-01,"Marks and Spencer Group"
"4587",2017-11-01,"Easyjet"
"4588",2017-11-01,"Paddy Power Betfair"
"4589",2017-11-01,"Randgold Resoruces"
"4590",2017-11-01,"Shire"
"4591",2017-11-01,"Sky"
"4592",2017-11-01,"Old Mutual"
"4593",2017-11-01,"G4S"
"4594",2017-11-01,"Mediclinic International plc"
"4595",2017-11-01,"GKN"
"4596",2017-11-01,"Hammerson"
"4597",2017-11-01,"Worldpay Group"
"4598",2017-11-01,"Babcock International Group"
"4599",2017-11-01,"Merlin Entertainments"
"4600",2017-11-01,"ConvaTec Group"
"4601",2017-10-01,"3i Group plc"
"4602",2017-10-01,"Abrdn"
"4603",2017-10-01,"Admiral Group"
"4604",2017-10-01,"Anglo American plc"
"4605",2017-10-01,"Antofagasta"
"4606",2017-10-01,"Ashtead Group"
"4607",2017-10-01,"Associated British Foods"
"4608",2017-10-01,"AstraZeneca"
"4609",2017-10-01,"Aviva"
"4610",2017-10-01,"BAE Systems"
"4611",2017-10-01,"Barclays"
"4612",2017-10-01,"Barratt Developments"
"4613",2017-10-01,"Berkeley Group Holdings"
"4614",2017-10-01,"BHP"
"4615",2017-10-01,"BP"
"4616",2017-10-01,"British American Tobacco"
"4617",2017-10-01,"British Land"
"4618",2017-10-01,"BT Group"
"4619",2017-10-01,"Bunzl"
"4620",2017-10-01,"Burberry"
"4621",2017-10-01,"Coca-Cola HBC"
"4622",2017-10-01,"Compass Group"
"4623",2017-10-01,"CRH plc"
"4624",2017-10-01,"Croda International"
"4625",2017-10-01,"DCC plc"
"4626",2017-10-01,"Diageo"
"4627",2017-10-01,"Experian"
"4628",2017-10-01,"Ferguson plc"
"4629",2017-10-01,"GlaxoSmithKline"
"4630",2017-10-01,"Glencore"
"4631",2017-10-01,"Hargreaves Lansdown"
"4632",2017-10-01,"HSBC"
"4633",2017-10-01,"IHG Hotels & Resorts"
"4634",2017-10-01,"Imperial Brands"
"4635",2017-10-01,"Informa"
"4636",2017-10-01,"International Airlines Group"
"4637",2017-10-01,"Intertek"
"4638",2017-10-01,"Johnson Matthey"
"4639",2017-10-01,"Land Securities"
"4640",2017-10-01,"Legal & General"
"4641",2017-10-01,"Lloyds Banking Group"
"4642",2017-10-01,"London Stock Exchange Group"
"4643",2017-10-01,"Mondi"
"4644",2017-10-01,"National Grid plc"
"4645",2017-10-01,"NatWest Group"
"4646",2017-10-01,"Next plc"
"4647",2017-10-01,"Pearson plc"
"4648",2017-10-01,"Persimmon plc"
"4649",2017-10-01,"Prudential plc"
"4650",2017-10-01,"Reckitt"
"4651",2017-10-01,"RELX"
"4652",2017-10-01,"Rentokil Initial"
"4653",2017-10-01,"Rio Tinto"
"4654",2017-10-01,"Rolls-Royce Holdings"
"4655",2017-10-01,"Royal Dutch Shell"
"4656",2017-10-01,"Sage Group"
"4657",2017-10-01,"Sainsbury's"
"4658",2017-10-01,"Schroders"
"4659",2017-10-01,"Scottish Mortgage Investment Trust"
"4660",2017-10-01,"Segro"
"4661",2017-10-01,"Severn Trent"
"4662",2017-10-01,"Smiths Group"
"4663",2017-10-01,"Smith & Nephew"
"4664",2017-10-01,"Smurfit Kappa Group plc"
"4665",2017-10-01,"SSE plc"
"4666",2017-10-01,"Standard Chartered"
"4667",2017-10-01,"St. James's Place plc"
"4668",2017-10-01,"Taylor Wimpey"
"4669",2017-10-01,"Tesco"
"4670",2017-10-01,"Unilever"
"4671",2017-10-01,"United Utilities"
"4672",2017-10-01,"Vodafone Group"
"4673",2017-10-01,"Whitbread"
"4674",2017-10-01,"WPP plc"
"4675",2017-10-01,"RSA Insurance Group"
"4676",2017-10-01,"Morrison (Wm) Supermarkets"
"4677",2017-10-01,"ITV"
"4678",2017-10-01,"Carnival"
"4679",2017-10-01,"Centrica"
"4680",2017-10-01,"NMC Health"
"4681",2017-10-01,"TUI AG"
"4682",2017-10-01,"Kingfisher"
"4683",2017-10-01,"Fresnillo"
"4684",2017-10-01,"Direct Line Insurance Group"
"4685",2017-10-01,"Micro Focus International"
"4686",2017-10-01,"Marks and Spencer Group"
"4687",2017-10-01,"Easyjet"
"4688",2017-10-01,"Paddy Power Betfair"
"4689",2017-10-01,"Randgold Resoruces"
"4690",2017-10-01,"Shire"
